NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Study Type,Locations
NCT00515099,Study of Antithymocyte Globulin for Treatment of New-onset T1DM,https://clinicaltrials.gov/study/NCT00515099,TERMINATED,New-onset Type 1 Diabetes Mellitus,DRUG: Antithymocyte globulin|DRUG: Placebo,National Institute of Allergy and Infectious Diseases (NIAID),Immune Tolerance Network (ITN),ALL,"CHILD, ADULT",PHASE2,INTERVENTIONAL,"Children's Hospital/USC School of Medicine, Los Angeles, California, 90027, United States|Children's Hospital and Research Center, Oakland, California, 92609, United States|UCSD/San Diego Children's Hospital, San Diego, California, 92123, United States|Diabetes Center at UCSF, San Francisco, California, 94143, United States|Barbara Davis Center for Childhood Diabetes, University of Colorado, Aurora, Colorado, 80010, United States|Emory Children's Center, Atlanta, Georgia, 30322, United States|University of Minnesota, Minneapolis, Minnesota, 55455, United States|Children's Mercy Hospital, Kansas City, Missouri, 64108, United States|University of Pennsylvania/Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, 19104, United States"
NCT03174522,The Efficacy and Safety of REX-001 to Treat Ischemic Ulcers in Subjects With CLI Rutherford Category 5 and DM,https://clinicaltrials.gov/study/NCT03174522,TERMINATED,"Peripheral Arterial Disease (PAD)|Diabetes Mellitus (DM)|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Cardiovascular Disease|Critical Limb Ischemia (CLI)",DRUG: REX-001|DRUG: Placebo,Ixaka Ltd,Andalusian Network for Design and Translation of Advanced Therapies,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Fakultní nemocnice Ostrava, Ostrava, Czechia|Pécsi Tudományegyetem, PTE-KK I. sz Belgyógyászati Klinika, Pécs, Hungary|Leids Universitair Medisch Centrum, Leiden, Netherlands|Maastricht Universitair Medisch Centrum, Maastricht, Netherlands|Hospital Garcia de Orta, EPE, Almada, Portugal|Centro Hospitalar Lisboa Norte, EPE, Lisboa, Portugal|Centro Hospitalar de São João, Porto, Portugal|Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|Hospital Universitari de Bellvitge, L'Hospitalet De Llobregat, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Universitario Puerta del Mar, Cadiz, Spain|First site: Hospital Universitario Reina Sofía, Córdoba, Spain|Hospital General Universitario Morales Meseguer, Murcia, Spain|Hospital Regional Universitario, Málaga, Spain|University Hospital of Wales, Cardiff, United Kingdom"
NCT01652911,A Phase I/II Study of the Safety and Efficacy of Sernova's Cell PouchTM for Therapeutic Islet Transplantation,https://clinicaltrials.gov/study/NCT01652911,TERMINATED,Type I Diabetes,DEVICE: Sernova Cell Pouch,University of Alberta,Sernova Corp,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,INTERVENTIONAL,"University of Alberta - Clinical Islet Transplant Program, Edmonton, Alberta, T6G 2C8, Canada"
NCT03111238,The Efficacy and Safety of REX-001 to Treat Ischemic Rest Pain in Subjects With CLI Rutherford Category 4 and DM,https://clinicaltrials.gov/study/NCT03111238,TERMINATED,"Peripheral Arterial Disease (PAD)|Diabetes Mellitus (DM)|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Cardiovascular Disease|Critical Limb Ischemia (CLI)",DRUG: REX-001|DRUG: Placebo,Ixaka Ltd,Andalusian Network for Design and Translation of Advanced Therapies,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Fakultní nemocnice Ostrava, Ostrava, Czechia|Vitkovicka nemocnice a. s. Vaskularni centrum, Ostrava, Czechia|Klinikum der Goethe-Universität Frankfurt, Frankfurt, Germany|Pécsi Tudományegyetem, PTE-KK I. sz Belgyógyászati Klinika, Pécs, Hungary|Instytut Hematologii i Transfuzjologii, Warsaw, Poland|Centro Hospitalar de São João, Porto, Portugal|Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|Hospital Universitari de Bellvitge, L'Hospitalet De Llobregat, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Universitario Puerta del Mar, Cadiz, Spain|First site: Hospital Universitario Reina Sofía, Córdoba, Spain|Complejo Hospitalario Universitario de Granada, Hospital del Campus de la Salud, Granada, Spain|Hospital Universitario de la Princesa, Madrid, Spain|Hospital General Universitario Morales Meseguer, Murcia, Spain|Hospital Universitario Virgen de Valme, Sevilla, Spain"
NCT01530347,Non Invasive Breath Based Acetone-meter- Easy Check,https://clinicaltrials.gov/study/NCT01530347,TERMINATED,Type 1 Diabetes,DEVICE: Easy Check,Rabin Medical Center,,MALE,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,"Schneider Children's Medical Center, Petah- Tikva, 49202, Israel"
NCT01101269,"Effect of Angiotensin Converting Enzyme Inhibitor, Lisinopril, on Renal Blood Flow and Its Correlation With Proteinuria Reduction in Subjects With Type 2 Diabetes and Kidney Disease",https://clinicaltrials.gov/study/NCT01101269,TERMINATED,Type 2 Diabetes,DRUG: ACEI or ARB|DRUG: Lisinopril,University of Virginia,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"University of Virginia Health System, Charlottesville, Virginia, 22908, United States"
NCT01308437,Immunosafety Study of Recombinant Human Insulins in Type 1 Diabetics,https://clinicaltrials.gov/study/NCT01308437,TERMINATED,Type I Diabetes,BIOLOGICAL: Wosulin (N or 70/30 with R)|BIOLOGICAL: Novolin® (N or 70/30 with R),Wockhardt,,ALL,ADULT,PHASE3,INTERVENTIONAL,"University Clinical Investigators, Inc. dba Diabetes Research Center, Tustin, California, 92780, United States|International Research Associates, Hialeah, Florida, 33012, United States|The Center for Diabetes and Endocrine Care, Hollywood, Florida, 33021, United States|Baptist Diabetes Associates, PA, Miami, Florida, 33156, United States|Suncoast Clinical Research, New Port Richey, Florida, 34652, United States|Ormond Medical Arts Pharmaceutical Research Center, Ormond Beach, Florida, 32174, United States|Suncoast Clinical Research, Palm Harbor, Florida, 34684, United States|International Clinical Research - US, LLC, Sanford, Florida, 32771, United States|Cotton-O'Neil Clinical Research Center, Diabetes & Endocrinology, Topeka, Kansas, 66606, United States|Kentucky Diabetes Endocrinology Center, Lexington, Kentucky, 40503, United States|Endocrine & Metabolic Consultants, Rockville, Maryland, 20852, United States|ActivMed Practices and Research, Haverhill, Massachusetts, 01830, United States|Alzohaili Medical Consultants, Dearborn, Michigan, 48124, United States|ActivMed Practices and Research, Rochester, New Hampshire, 03867, United States|University Diabetes & Endocrine Association, Chattanooga, Tennessee, 37411, United States|Sergio Rovner, MD, El Paso, Texas, 79925, United States|Optimum Clinical Research, Inc., Salt Lake City, Utah, 84102, United States|Dr Rakesh Sahay, Hyderabad, Andhra Pradesh, 500012, India|Dia Care - A Complete Diabetes Care Centre, Ahmedabad, Gujrat, 380015, India|Dr Sanjay Kalra, Karnal, Haryana, 132001, India|Dr Mala Dharmalingam, Bangalore, Karnataka, 560003, India|Bangalore Diabetes Hospital, Bangalore, Karnataka, 560052, India|Dr Sharad Pendsey, Nagpur, Maharashtra, 440012, India|Diabetes Thyroid &Endocrine Centre, Jaipur, Rajasthan, 302006, India|Bhandari's Clinic, Jaipur, Rajasthan, 302015, India"
NCT01498614,Psychological Impact in Diabetes: Intervention With Affect School and Basal Body Awareness,https://clinicaltrials.gov/study/NCT01498614,TERMINATED,Diabetes Mellitus|Depression|Alexithymia|Anxiety,BEHAVIORAL: Affect School and Basal body awareness,Lund University,"Landstinget Kronoberg, Sweden",ALL,ADULT,,INTERVENTIONAL,"Landstinget Kronoberg, Vaxjo, Kronoberg, s-35251, Sweden"
NCT03523143,The Effect of Early Screening and Intervention for Gestational Diabetes Mellitus on Pregnancy Outcomes,https://clinicaltrials.gov/study/NCT03523143,TERMINATED,Pregnancy Complications|Gestational Diabetes Mellitus in Pregnancy,OTHER: early screening and intervention|OTHER: standard screening and intervention,National Taiwan University Hospital,,FEMALE,ADULT,,INTERVENTIONAL,"Department of Internal Medicine, National Taiwan University Hospital, Taipei, 100, Taiwan"
NCT00805974,Study of the Relationship Between Sleep Quality and Daytime-Nighttime Variations of Blood Pressure and Plasma Glucose Type I,https://clinicaltrials.gov/study/NCT00805974,TERMINATED,Type 1 Diabetes,BIOLOGICAL: Biological examinations (blood and urinary).,"University Hospital, Grenoble",Pr Mallion Jean-Michel|Pr BAGUET Jean-Philippe|Pr BENHAMOU Pierre-Yves|Pr LEVY Patrick|Dr MOURET Sandrine|Dr ORMEZZANO Olivier|Pr PEPIN Jean-Louis|Dr TAMISIER Renaud,ALL,ADULT,,INTERVENTIONAL,"University Hospital, Grenoble, France"
NCT04964388,Effect of GLP-1 Receptor Agonists on Trabecular Bone Score,https://clinicaltrials.gov/study/NCT04964388,TERMINATED,"Osteoporosis, Postmenopausal|Diabetes Mellitus, Type 2",DRUG: GLP-1 receptor agonist,University of Mississippi Medical Center,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"University of Mississippi Medical Center, Jackson, Mississippi, 39216, United States"
NCT02303405,Hydroxychloroquine Versus Pioglitazone in Combination Treatment for Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT02303405,TERMINATED,Diabetes Mellitus Type 2 With Hyperglycemia,DRUG: Hydroxychloroquine|DRUG: Pioglitazone,Charles Drew University of Medicine and Science,,ALL,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Charles Drew University of Medicine and Science, Los Angeles, California, 90059, United States"
NCT02324491,An Efficacy and Safety Study of Beloranib in Obese Subjects With Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT02324491,TERMINATED,Obesity|Type 2 Diabetes,DRUG: ZGN-440 for Injectable Suspension|DRUG: ZGN-440 Placebo for Injectable Suspension,"Zafgen, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Royal Prince Alfred Hospital, Camperdown, New South Wales, 2050, Australia|Pendlebury Research, Cardiff, New South Wales, 2285, Australia|Australian Clinical Research Network, Maroubra, New South Wales, 2035, Australia|Royal North Shore Hospital, St. Leonards, New South Wales, 2065, Australia|Illawara Diabetes Service, Wollongong, New South Wales, 2500, Australia|Q-Pharm, Herston, Queensland, 4006, Australia|Ipswich Research Institute, Ipswich, Queensland, 4305, Australia|AusTrials, Sherwood, Queensland, 4075, Australia|CMAX, Adelaide, South Australia, 5000, Australia|Box Hill Hospital, Box Hill, Victoria, 3128, Australia|St. Vincent's Hospital, Fitzroy, Victoria, 3065, Australia|Barwon Health, Geelong, Victoria, 3220, Australia|Austin Health, Heidelberg West, Victoria, 3081, Australia|Emeritus Research, Malvern East, Victoria, 3145, Australia|Baker IDI Heart and Diabetes Institute, Melbourne, Victoria, 3004, Australia|Keogh Institute for Medical Research, Nedlands, Western Australia, 6009, Australia"
NCT02015910,Januvia (Sitagliptin) in Healing Chronic Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT02015910,TERMINATED,Type II Diabetes,DRUG: Sitagliptin|DRUG: Placebo,Georgetown University,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Medstar Georgetown University Hospital, Washington, District of Columbia, 20007, United States"
NCT02548494,Early Administration of Long-acting Insulin Treatment of Diabetic Ketoacidosis in Pediatric Type 1 Diabetes,https://clinicaltrials.gov/study/NCT02548494,TERMINATED,"Diabetes Mellitus, Type 1|Diabetic Ketoacidosis",DRUG: Glargine|DRUG: IV insulin|OTHER: Electrolyte Correction|OTHER: Correction of Fluid Loss,Chattanooga-Hamilton County Hospital Authority,,ALL,"CHILD, ADULT",,INTERVENTIONAL,"Children's @ Erlanger, Chattanooga, Tennessee, 37403, United States"
NCT01108978,Evaluating the Efficacy and Safety of Dehypotin® in the Patients With Type 2 Diabetes Mellitus or Cardiovascular Disease,https://clinicaltrials.gov/study/NCT01108978,TERMINATED,Type 2 Diabetes Mellitus|Cardiovascular Disease|Hypercholesterolemia,DRUG: Placebo|DRUG: Dehypotin,"Nang Kuang Pharmaceutical Co., Ltd.",National Taiwan University Hospital,ALL,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Nang Kuang Pharmaceutical Co., LTD, Tainan, Xinhua Township, 712, Taiwan"
NCT03665350,Insulin Treatment in Diabetic Older People With Heart Failure.,https://clinicaltrials.gov/study/NCT03665350,TERMINATED,"Heart Failure|Diabetes Mellitus, Type 2",DRUG: Insulin,Mario Negri Institute for Pharmacological Research,,ALL,OLDER_ADULT,PHASE2,INTERVENTIONAL,"Ospedale Bolognini di Seriate, Seriate, BG, 24068, Italy|Ospedale Treviglio, Treviglio, BG, 24047, Italy|Ospedale di Passirana, Passirana, MI, 20017, Italy"
NCT04484987,The Effect of Time-Restricted Eating in Cardiometabolic Health,https://clinicaltrials.gov/study/NCT04484987,TERMINATED,Obesity|Pre-diabetes,OTHER: 9 hours daily eating window|OTHER: 15 hours daily eating window,"University of California, Davis",,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"University of California, Davis, Davis, California, 95616-5398, United States"
NCT02532101,Modulating Effects of Oil Palm Phenolics in Uncontrolled Insulin-treated Type 2 Diabetes Mellitus,https://clinicaltrials.gov/study/NCT02532101,TERMINATED,Uncontrolled Insulin-treated Type 2 Diabetes Mellitus,DIETARY_SUPPLEMENT: Oil Palm Phenolics,Universiti Sains Malaysia,"Malaysia Palm Oil Board|Clinical Research Centre, Malaysia",ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Seberang Jaya Hospital, Seberang Jaya, Penang, 13700, Malaysia"
NCT02387164,Prevention Trial: Immune-tolerance With Alum-GAD (Diamyd) and Vitamin D3 to Children With Multiple Islet Autoantibodies,https://clinicaltrials.gov/study/NCT02387164,TERMINATED,"Diabetes Mellitus, Type 1|Prediabetic State",DRUG: Alum-GAD|DRUG: Vitamin D3,Lund University,Region Skane,ALL,"CHILD, ADULT",PHASE2,INTERVENTIONAL,"Clinical Research Center, Pediatric Endocrinology, Jan Waldenströms gata 35, 60:11, Malmö, 205 02, Sweden"
NCT01336673,Glucophage XR® Observational Study,https://clinicaltrials.gov/study/NCT01336673,TERMINATED,Diabetes Mellitus Type 2|GI Side Effect,,"Merck KGaA, Darmstadt, Germany","Merck Ltd., Thailand",ALL,"ADULT, OLDER_ADULT",,OBSERVATIONAL,"Faculty of Medicine Vajira Hospital, Bangkok, Thailand"
NCT00718614,Choroidal Blood Flow Changes During Dark/Light Transitions in Patients With Insulin-dependent Diabetes Mellitus (IDDM),https://clinicaltrials.gov/study/NCT00718614,TERMINATED,"Diabetes Mellitus, Type 1|Diabetic Retinopathy",PROCEDURE: Light will be switched from 0.5µW/cm2/sr to 115µW/cm2/sr.,Medical University of Vienna,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Department of Clinical Pharmacology, Vienna, 1090, Austria"
NCT03490942,Glucagon Infusion in T1D Patients With Recurrent Severe Hypoglycemia: Effects on Counter-Regulatory Responses,https://clinicaltrials.gov/study/NCT03490942,TERMINATED,"Hypoglycemia Unawareness|Diabetes Mellitus, Type 1",DRUG: Glucagon|DRUG: Placebo,Xeris Pharmaceuticals,Integrated Medical Development,ALL,ADULT,PHASE2,INTERVENTIONAL,"University of Alabama, Birmingham, Birmingham, Alabama, 35294, United States|University of California, San Diego, San Diego, California, 92037, United States|Emory University - Grady Memorial Hospital, Atlanta, Georgia, 30303, United States|Atlanta Diabetes Associates, Atlanta, Georgia, 30318, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States"
NCT04007133,Statin Compliance of Patients With Non-insulin-dependent Diabetes,https://clinicaltrials.gov/study/NCT04007133,TERMINATED,Non-insulin-dependent Diabetes,OTHER: Girerd test,Lille Catholic University,"University Hospital, Lille",ALL,"ADULT, OLDER_ADULT",,OBSERVATIONAL,"Lille Catholic Hospitals, Lomme, Nord, 59462, France"
NCT00557518,Study of Alagebrium in Patients With Insulin-Dependent Type 1 Diabetes and Microalbuminuria,https://clinicaltrials.gov/study/NCT00557518,TERMINATED,"Diabetes Mellitus, Type 1|Diabetic Nephropathy",DRUG: Alagebrium|DRUG: Placebo,"Synvista Therapeutics, Inc",Juvenile Diabetes Research Foundation,ALL,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Royal Prince Alfred Hospital, Camperdown, New South Wales, 2050, Australia|International Diabetes Institute, Caulfield, Victoria, 3162, Australia|Dept. of Clinical and Biomedical Science Myers House, Geelong, Victoria, 3220, Australia|Austin Health, Heidelburg, Victoria, 3084, Australia|The Alfred Hospital, Melbourne, Victoria, 3004, Australia|Steno Diabetes Center, Gentofte, DK-2820, Denmark"
